"on March 18, 2017","This is an adequate case. Definitely not as nice as the Speck cases I've purchased for my kid's laptops, but for the price it's decent. Not as tight fitting as the Speck cases, I feel like if you were carrying your laptop around in a bag or backpack this might not stay on very well. Since I'm just using my laptop at home it will likely be fine."
"on February 13, 2018","I love this case!! It’s very elegant and sophisticated. However, it gets scratched up VERY easily. I barely touched it and it has scratch marks all over the place. But for the price, I can’t complain. It protects my laptop and that’s what matters!"
"on October 16, 2017","Very slim and easy to assemble. However, fingerprint marks are easily left on the case. The casing material picks up the natural oil residue from fingers when picking up/using laptop."
"on May 18, 2017","Love the color of this case, and it performs as expected. However, if you don't like fingerprints and greasy looking smudges, this is not the one for you."
"on December 25, 2016","Overall the product is very good if you can get past the fact that the keyboard cover is a bit off causing the keys to look blurry. My fiancé is a computer girl so she knows the keys so it generally bothers me more than her. As far as the color (rose gold) pretty much on par with her phone, beats, and Apple Watch that are all matching rose gold. Case fit snugly and the screen protector is a nice touch. Overall, for the price can't really complain."
"on July 26, 2017",The case fits my MacBook Air nicely. I love that I can still see the decals underneath as I'd hoped.
"on January 16, 2018","What I liked the most was first; It arrived early than expected. Second; the smoothness of the product as well as the quality, and third; it was very easy to put on the laptop. What I least disliked about the product, will have to be the screen protector, since it does not cover the full screen.. other than that I am very satisfied with the purchase and I will recommend this product, and will purchase again."
"on January 21, 2018","To be quite honest, I love the color and the quality of the case itself, but I suggest not touching it if your hands are oily in any way. (Mines are since I touch my hair a lot.) Also when I got the package the keyboard cover had a defect on one of the keys. I don't know if it was just mine that came that way, but it's not too nticibale unless I'm looking for it. Overall though, I'm quite satisfied with the product."
"on January 14, 2018","I got periwinkle blue and I am very pleased with this case. My flaws with are the keyboard makes it a little harder to type because I guess I am a light typer, but I'll probably get used to it. The case snapped on well but a couple parts of it are not completely snapped on. Otherwise, it's a well designed case and I would recommend getting it."
"on August 5, 2017","The case fits on snug and it was simple to snap on. I love the keyboard cover as it is not too thick; my last one from a different company was a bit thick and hard to get use to. My only complaint is the screen protector I got had a small imperfection (a dent) on it that when I put it on my screen, a bubble formed around it and won't go away on my screen. I tried to move the air bubble out, but it just won't move."
"on January 14, 2018",Great quality. Fits perfectly. The only problem is the screen protector didn’t like the quality of that.
"on December 11, 2016","I am definitely happy with the case for the price I paid. It came with a slight scratch on the inside that shows up when on the laptop, but i'm not one to worry about that. it also pops off a little bit and I frequently need to snap one side back on, but it never comes fully off so im not worried about the safety of my laptop because of it. It was very reasonably priced so I am overall happy with my purchase"
"on January 10, 2017","The cases is almost exactly as shown. However, when I received my keyboard cover the letter and numbers did not match the actual letters and numbers on the keys. The color is just like the picture. I am slightly disappointed with the keyboard, but very impressed with the case."
"on May 7, 2017",The Case itself fit like a glove. Love the color (Airy Blue). The case sometime comes off from time to time. But overall great case and keyboard cover. However the screen protector is awful!! It creates to many air bubbles. Tried using a credit card didn't work. Just AWFUL!! And the plastic of the protector is very sticky. A lot of dust and dirty got on the protector. Overall I would give it 5 out of 5 stars. But the screen protector is awful!! Highly don't recommend!!!!
"on February 15, 2018","My only complaint about the case is that after a while it becomes very susceptible to breaking. Also, the white sticker things on the bottom fall out very easily. However, you can't expect anything better with this price."
"on November 26, 2017",Product met my expectations. Just like the picture. I will order again for a different color.
"on November 17, 2017",This cover snaps into place easily and so far no real complaints. The only thing I'd mention is that the keyboard cover mutes the music coming out of the laptop a little bit. Still a bargain at this price and worth it to keep my keyboard free of cat fur :)
"on October 19, 2017","Purchased for daughter's college laptop.  Sent off to UCSD's Amazon pick-up.  I've heard no complaints, so it must be good.  If it was not satisfactory, I would have heard about it."
"on February 5, 2018","Perfect for what I was looking for. Nice case that fits well. Not sure it will survive a hard drop, but will definitely help with scrapes and smears to the outer shell of the computer, and it looks nice. My only issue is that the keyboard cover blocks the illuminated letters, but I didn't necessarily make this purchase for the cover, so I just won't use it. Problem solved.  All around, a good case."
"on January 16, 2018","It looks great and gives me peace of mind and assurance that I won’t scratch my MacBook on accident. It’s a little hard to remove, but that’s fine. The keyboard cover is nice but it makes the keys feels sticky and I find myself missing keys when typing."
"on September 7, 2017",Decent quality case for the price and decent quality keyboard cover but the film had no instruction and I messed it up so that can be better. Also Keyboard cover kinda made typing harder so I guess some people might find it uncomfortable.
"on August 4, 2017","Great case. Easy to install, My daughter loved it. the keyboard cover doesn't fit as well as it should it makes the keys harder to press so she doesn't use it otherwise great case for the price."
"on April 10, 2017",Adorable the the smoky gray color. Looks almost blue black. Very chic. Fingerprints get on it easy. Bottom snaps off occasionally. But cute otherwise.
"on February 7, 2018","really nice, keeps my MacBook Air protected. looks nice and neat. only thing is its almost impossible to remove the top cover if you want to change colors. had to look at you-tube to get advice on how to remove it without damaging the computer. otherwise its a good quality."
"on January 14, 2018","Good product--Doesn,t seem to be as good as some I have purchased in the past, but still good."
"on January 12, 2017","I really love the color and feel of this case. It isn't clunky at all, but it's sturdy enough that I feel like it's protecting my laptop enough. The only reason I gave it 4 stars instead of 5 is that I feel like when I open the laptop, the case peels away a bit instead of staying on completely and tightly. Also, I can't get the keyboard cover to lay just right. It always seems to be a bit off and it can throw you off when typing. Overall, I'm happy with this purchase!"
"on March 23, 2017","Case is great, screen protector sucks and so does the keyboard guard."
"on December 16, 2017","Not quite as dark as the photo shows, but I like it. Note: there are 2-3 types of Macbook Airs, so the case may not fit. (I learned this the hard way). Look on the bottom of your macbook, and in tiny font, it'll say the model."
"on November 15, 2016","I got the Rose Gold case, and I was actually impressed with the color. The case fits well on the MacBook, but it is slightly loose on the bottom part of the laptop. I haven't been able to put the screen protector on my laptop just yet since there were no instructions in the box on how to do so. I'm sure there are instructions online for the screen protector. You pretty much get what you paid for with the case"
"on August 20, 2017","I absolutely love my new case and the color is so perfect. It came early in the mail but my only complaint is that there is a chip in the bottom half of the case, it's not super noticeable but I was bummed when I saw it. And the keyboard cover looked a bit damaged/used in a way.. but overall I still love it and will use it. I'm tempted to buy more colors!"
"on August 16, 2017",Good protection for my son's 13 inch MacBook Air. Reasonable price.
"on December 27, 2017",Looks exactly as pictured. Screen protector was cheaply made.
"on November 12, 2017","I have had this case for about 7 months now and it has worked phenomenally. Unfortunately, the corner on the bottom part of the case just broke off so I will have to order a new one. I really enjoy the keyboard cover, it protects my keys from getting unwanted gunk in them! Really pretty color as well."
"on December 7, 2016","Only problem, the keyboard cover has the letter and number slightly uncentered then it causes a double vision effect, it would be better or not to print the letters (letting the cover transparent) or making the cover not transparent."
"on November 17, 2017",Excellent product. Gives me just the right amount of grip. Looks stylish. Only issue with it is that the top sometimes pops loose when I open the laptop. Just have to be careful when I open it.
"on January 24, 2018",Product fit as expected. The case snaps on securely. The screen protector isn't a perfect fit but it's close enough and isn't noticeably too small.
"on December 12, 2017","very good. there are so many MacBooks around once the kids get here, this helps me find mine at a glance"
"on May 29, 2017","I bought another one and It doesn't fit like the other color does, so one edge is detached. Doesn't make sense to me considering the other color fits perfect. Anyways, I LOVE the one that fits! I attached pictures to give you an idea what the materials are"
"on September 23, 2016","Looks very nice. I like the matte finish however, it attracts fingerprints like crazy. One con is the laptop doesn't fully close because the case is touching sides but it's a very small space, probably not even noticeable to most and doesn't effect the function of the case and it doesn't keep the laptop from sleeping. Easy installment. I wasn't able to put the screen protector on because the stickers left residue and paper but I really just wanted the case and keyboard cover anyways."
"on August 27, 2017","Very nice, slim case. Came on time and in great condition. I think this is a very aesthetically pleasing case. The color is very true to the picture. 4/5 because I think this case is more for protecting against scratches, but wouldn't really help absorb any shock from a real drop."
"on January 11, 2018","This case is wonderful! I really don't have any complaints except for the screen protector that came with it and the microfiber wipe. The wipe ended up flaking everywhere and even after I finally got it all off it some how showed up again under the screen protector which I ended up just throwing away. Other than that, nice color, nice feel, nice fit!!"
"on November 10, 2016",loved the case especially how cheap it was. It also arrived so fast ! The only thing i didn't really like about it is that the keyboard every time i type it pops off thats not cool but other then that i am happy w/ my new accessories.
"on December 12, 2017",Looks good and hopefully will provide some protection.
"on January 25, 2018",Pro:- Nice fit- Smooth feel- Laptop does not overheat- Easy to put on- Not too heavyCons:- Didn't use the keyboard cover because it dimmed the light and made it hard too type- screen protecter left a bit of space on the side (barely noticable)
"on April 6, 2017","Stains/fingerprints show up very easily.  Color is a little different than pictured.  FIts good, and protects the computer.  I am satisfied."
"on July 19, 2017",Very good everything fits great and I loved my color.
"on January 29, 2018","Super pretty and protective. Love that it comes with a keyboard cover and a screen protector. My only dislike is that it gets dirty very fast. If you touch with oily fingers or anything short of perfectly clean hands, you can see everything on the case. Very smooth finish though, and definitely a great price."
"on September 7, 2017","Color is exactly how it looked online. I LOVE the feel of the case.  Snapped on very easily to my MacBook Air (A1466)  The only reason that I can't give it 5 stars is that there was a piece of plastic chipped off the bottom from the start.  It's a small piece on one edge and it still snapped on, so I'll see how it holds up.  Overall, happy for the price paid."
"on February 11, 2017","One of the better brands I feel from other  reviews and web sites however and the  top cover easily slips off but the bottom cover is very secure. In fact so well fitted and secure the Apple genius was afraid that it would break during removal for service.  When I tried,  it broke coming off. Fortunately I had already ordered a new cover.  nice color options."
"on August 21, 2017","Great price, and does the trick.I needed to update my cover after years of an old hard case. This is durable and I love the clear! It gets some dust in it but is otherwise wonderful!"
"on August 1, 2017","Great product, However the top cover keeps slipping off. It's a little to big, but it still makes the lap top look lit! 😎🔥"
"on December 16, 2016","I love this product, and it fits perfectly and doesn't crack like I had experienced with similar cases in the past. One thing to keep in mind is that it muffles the sound a bit. Besides that, everything fits and looks great! I especially love the keyboard protector, and love how it doesn't slide off the keyboard at all.Great buy! Definitely recommend."
"on January 29, 2018",This fit my MacBook Air perfectly. Great quality.
"on February 2, 2018",Gets the job done but doesn’t provide shock protection
"on October 25, 2016","The case and keyboard cover are the exact color show in the picture. The only reason this isn't 5 stars is I have had issue with the bottom cover staying fully connected, but so far hasn't really become an issue. Also, the screen protector was impossible to apply, but I bought this for the case and keyboard cover. I am very pleased, and I have received many compliments."
"on December 18, 2016","I like the outer case's feel, fit, and color. Looks cute and feels durable. The keyboard cover is really cute and I like the feel of the rubber, but it does make the keys a bit harder to press and it does slide around a little bit, so that part is a little disappointing. Overall I like the case a lot though, and feel like it does the job of protecting it"
"on January 7, 2018","Got a new laptop for Christmas and needed a case. It included: a top and bottom case, screen protector, a screen wipe, bumpers for the bottom to prevent sliding, and the keyboard cover. I gave it 4 stars because I wish there were more color choices."
"on January 23, 2017","it does the job. I don't travel with it so i can not contest to how strong it is for someone who travel a lot. The only thing is that i do type better without the keyboard cover, so if I'm not in a rush to type something up, i usually keep it one.  Its easy to put on and i really love the color. you are still able to see the apple logo if you care about  it."
"on October 27, 2017","Bought the grey case and it looks great, but fell apart after a couple months. However, I emailed customer service and they responded in a great and professional manner. Received a brand new replacement case for no cost in a couple of days after telling them about what happened. Highly recommend."
"on January 21, 2018",Very thin case. But good for protecting against scratches. Would not purchase the case if you are prone to dropping things. This would not protect against that.
"on June 21, 2017",Great product but the picture shows the apple sign on it but there is no apply sign. There is not even an open space so that you can see the apple sign from the computer.
"on October 8, 2017","I really like this product! It arrived quickly, it was easy to put on, and when I received it the color was exactly what I thought it would be! The only thing I would say is the keyboard cover tends to bunch up near the space bar when I type. I'm not sure if it's the keyboard or the way I type but it doesn't bother me too much!"
"on February 5, 2017",My daughter loves this! What's cool is that it's rather transparent so she put a piece of her art underneath it and it looks really cool. The only thing is that the keyboard cover slips around a little so she is using another one.
"on January 2, 2017","Fits my MacBook Air. For the price, I am very pleased. It's comparable to the really expensive case I bought from the Apple store that ended up cracking anyway."
"on January 12, 2018",Case and keyboard cover are great. Screen protector is a little short so you will have a line on the screen from where it does not cover the entire area.
"on September 27, 2017","Hard case for the base and top fit perfectly, screen protector went on without an issue and looks very nice; however, the keyboard cover fit well but the alignment of the key lable is off so it looks a little odd."
"on October 1, 2017","I just received it. ButI like it so far. Easy to snap on the Mac air 13.3 inch. The key pad cover is working well so far but again, I just received it. The screen protector though was kinda tough to put on, I actually messed it up and had to throw it out."
"on August 22, 2017",Little tight fitting on the MacBook Air.
"on June 6, 2017","The color of the product looked spot on! However, the case tends to unclip itself out of nowhere. Overall, the product looked very nice and the keyboard sleeve fits perfectly."
"on January 31, 2018",Case was hard to get on initially and was more easily scratched than I thought. A couple of the keys had some minor deformities but nothing that would affect function.  Does what it needs to do for a good price!
"on January 11, 2018","I’m giving this 4 vs 5 stars because I haven’t had the cover long enough to see how it holds up. It seems sturdy, is attractive and fits my MAC well. The coordinating keyboard cover seems superfluous but there could be others who think it’s great. Overall I think the cover is a good value."
"on May 19, 2017",It was a gift.  She liked it
"on September 17, 2017","looks great and a good price.  Slips slightly when I pick it up.  otherwise great and would be again, good value for the money!"
"on January 1, 2018",My daughter love it !!! She even decorated it.
"on September 4, 2016",I got the rose gold color but it appeared more of a purplish tint. The keyboards color is true to rose gold. The screen protector has a lot of bubbles but maybe the application wasn't correct. Overall good deal for $14. :)
"on August 1, 2017","This case and keyboard cover go on very easily, I enjoy the color and have gotten compliments on it. The screen protector is difficult to put as there are no preparation materials to help you apply it. There are also no instructions that are included in the set. Overall it's a good product and you get what you paid for."
"on October 15, 2017",Overall satisfied except the color is way lighter than shown in pictures. It fits perfectly and has no other issues so far (3 months of use).
"on July 23, 2017","Just received. Installed easily, nice looking and keyboard cover actually fit and works for me even though I wasn't looking for one.  It's hard but pliable plastic so curious how it will hold up with regular use but was inexpensive so can even order a few a year cheaper than ones in store."
"on March 2, 2017",For the price this is a great cover and I highly recommend it.
"on January 12, 2017","I purchased this for my daughter's mac air 5th edition laptop. All her friends want one now! The case fit with no problem as well as the overlay. I won't say 5 stars because we'll need to see if it offers the protection for the laptop as stated. I have a warranty, but hopefully this case won't have me using it!"
"on December 19, 2016","If you're not great at putting the screen protector on then don't get this deal.I like it overall but I wish that it'd have some sort of direction on how to put it on. It fits my laptop but I feel like it's not secure too well. Overall, shipping wise it came in really quick, so that is why I gave it 4 stars! (:"
"on November 14, 2016","At first when putting this on, it didn't seem like it was gonna attach to the edges of the computer but eventually it did and hopefully it stays attached. Was a little disappointed that the color was not a darker wine/maroonish color like the picture depicted but it'll do. I do really like the the matte texture though."
"on June 6, 2017",It comes and looks as described. Everything it says it brings comes. My only issue is that it is a bit loose (i've gotten used to it but it's still annoying at first) and it gets dirty really quick so be prepared to clean it daily/weekly (baby wipes work to clean it quickly).
"on November 14, 2017","I love this case! The only issue I had with it and still have is that it comes off of the sides randomly and you just have to click it back into place , but it does the job !"
"on May 8, 2017",The case worked great. I did not use the keyboard and screech protector so I don't know how well they worked.The apple symbol did not show through as much as I had expected according to the picture in the ad.
"on February 12, 2018","The case fits perfect and the color is what it looks like online. However, the keyboard cover does not match up with the letters on my actual keyboard which is someone annoying but for this being so cheap im not mad about it. I just have to keep my keypad light off so I dont see my letters showing through."
"on October 30, 2017",Works well
"on September 27, 2017",Good cover for Mac book air.
"on December 12, 2017","Was a little worried when I first saw the case by itself because it is slightly translucent, but once I put it one, it looks and feels great! Keyboard cover once made the tips of my fingers black, but right now, it is not staining my fingers."
"on November 16, 2017","I only use the top cover to have something protecting my laptop form my stickers so they're not actually on my laptop... fits well, the bottom part I tried putting it on and fit a little loosely, but I'm only using it cosmetically not really for actual protection purposes."
"on November 13, 2017","A nice case, but perhaps not the most durable. I had a crack in the corner of the plastic case before I even owned this case for a month. But overall, a nice and slim-fitting case for the price. I definitely enjoy the more matte finish to this case as well."
"on April 5, 2017",The case is exactly as pictured and fits well on the PC. I was happy with the color. Unfortunately there bottom of case came in cracked however the company was able to send replacement quickly and followed up with me to confirm satisfaction.
"on January 16, 2017",So the reason I'm not giving this cover 5 stars is because one end won't snap on like the rest do (even though my model MacBook is listed as the model that this cover is made for) and it really bothered me but regardless the cover is really nice and the keyboard cover fit perfectly. Haven't tried on the screen protector but I don't think I will.
"on October 8, 2017","Bought this for my girlfriend for her Macbook Air and it snaps on easily plus provides great coverage. However, I am only giving four stars due to the screen protector which came with a tiny squeege that didn't really help with getting rid of the bubbles once we tried applying the screen protector."
"on June 13, 2017",The texture is nice. I like the soft plastic even if it shows the oil marks from my finger tips. The keyboard cover is nice as well. The only problem is the top cover will not fully clip on. So the top cover will slide off occasionally.
"on March 27, 2017","Did not have any trouble placing this on my Mac, just viewing the video was enough instruction. I did buy the rose gold casing, compared to the picture the case was a little darker.  The keyboard protector was a little plastic feeling for my taste but it is all personal preference."
"on January 2, 2018",Pretty. The color of The case doesnt match The keyboard that well. It came in perfect state and with:CASEKeyboard protectorSCRREN PROTECTOROne clothAnd four extra stickies for The protector
"on February 13, 2018","A little loose, the bottom slides off pretty frequently on the MacBook Air. It is also a fingerprint magnet. But other than that, it looks great and has a nice texture and usually doesn't get in the way."
"on April 11, 2017",Good price and quality
"on August 15, 2017","The case was delivered right in time and the color is beautiful-- just as it looks online. The only minor issue is the part of the case that attaches to the bottom of the laptop has a sharp edge that scratches my wrist when typing sometimes. Regardless, I'm still really happy with the product!"
"on February 5, 2017","This is my second case of this type I've ordered. The first one was light blue and lasted quite a while. I ordered black this time because the blue one got dirty, but when I received it, the case seemed to be more charcoal grey than black. It's not that big of a deal, just not what I expected."
"on August 27, 2016","This is a really good cover for the price.  Item fits my Mac perfectly and the keyboard cover is pretty cool as well.  The only reason I gave this 4 stars is because the screen protector isn't really worth it.  I took it off after a few hours of placing it on my computer.  Other than that, it's well worth the price I paid."
"on February 6, 2018","I love how easy it was to apply and the keyboard protector is the bomb! I don't like how easily it shows fingerprints and smudges, but love the color and overall durability."
"on December 20, 2016","This set makes it seem like i got a new mac altogether! It fit perfectly. The case is easy to clean. I would've given 5 stars, but the keyboard cover does bother me. It lays on top of the keys so it can slide at times. Its a minor annoyance that doesn't take away from the product as a whole"
"on March 27, 2017","This is wonderful! But the reason for the 4 stars, the keyboard cover doesn't fit properly. And it's too bad because it's soooo cute! But the shell not too thin, but adds a cute touch!"
"on January 12, 2018","Great case, beautiful pink color, hard shell protection and easy to snap into place. The keyboard cover makes it harder to type so I discarded that but SO worth it for the price especially. Love it"
"on September 6, 2017","It's everything you could imagine and gets the job done while looking stylish. I just wish it came with some cloth to wipe away and oil stains from my hands bc, as someone with sweaty palms, it's easy to see where you last touched the cover. Besides that, great product (would buy again)."
"on July 31, 2017",I was very worried when I was putting this case on the top was extremely tight and I had to file one of the clips because excess plastic. When I finally got the case on it was quite heavy but it was pretty good quality and super nice feeling I'm hoping the case will stretch out over time
"on January 16, 2017",It's a better fit than my previous purchase ( and returned item) from other maker. I have no complains except that keyboard cover letters are way too light color that I cannot see them when I placed on it. I ended up using my previous cover from other MacBook that I just happened to own.
"on December 18, 2017","Love it. the only downside is the Apple logo is covered and it's not easily seen through the case, if that's something you care about."
"on December 14, 2016",I love the case. The color is exactly as it looks in the picture and it fits my MacBook Air perfectly. My only complaint is the keyboard cover does not line up with the letters on the keyboard. It gives a look of double letters on the keyboard which kind of threw me off. I just decided not to use the keyboard cover. Other than that I am very pleased with this purchase.
"on January 16, 2018",Just got the light pink case and I love it. It feels very nice and smooth and I am happier with the keyboard cover than I thought I would be. I think the case would be nicer with the apple shape cut out on the top so you can always see the apple symbol.
"on July 23, 2017",Great fit so far looks good on Mac my daughter loves that she can see the apple on back when lit. Don't give all 5 stars because it took longer to get it than originally expected.
"on October 16, 2017",Cracked about two months later on the side but probably mostly because of how much I use it.
"on December 27, 2017",Great sturdy case and shipped promptly.
"on August 31, 2017","So far so good! No issues yet really. The only thing that was/is a bit awkward is the keyboard cover's a bit curled so it isn't laying entirely flat yet, but does appear to be improving. I bought it mostly for the outter case though, and like I said- so far so good!"
"on January 9, 2018","The case is good. But the bottom case gets really dirty so fast and isn’t easy to clean. The keyboard cover doesn’t fit properly and doesn’t align correctly with the actually keys. The screen protector is good, you just be have to make sure you put it on correctly."
"on April 19, 2017","Case is very smooth and clipped on easily! The keyboard cover fits perfectly as well. Haven't put on the screen protector yet but seems ver good quality. 4 starts because one corner of the case had a slight crack in it when received. Otherwise, good buy!"
"on January 18, 2018",Does the job well..
"on October 9, 2017","Paint started to chip within a few months, but besides that it is a good way to protect your laptop."
"on February 10, 2017","While not the snuggest fit, I'm satisfied with the purchase. It fits my MacBook Air good enough to stay put and protect it. The keyboard protector is a little awkward but not enough to prevent me to use it. Would buy again and recommend to anyone looking at this type of product."
"on August 7, 2017","Beautiful color. Great quality. I loved that it came with a screen protector. The only reason I give it a 4 is it is extremely difficult to take off once you put it on. However, I would certainly re-buy this product."
"on October 7, 2017","This is my third time ordering from this company. You get what you pay for, so theres no reason to complain. The longest my cases have lasted were about 6 months."
"on January 7, 2017",The shell fits perfectly. I just wish the Apple logo showed through better.
"on November 24, 2017",This is a great product!! Easy to put on and super slim! Only issue we had was the glass protector. We bought 2 of these and we ended up having one computer with out a screen protector.
"on January 12, 2018",Daughter loves it. Just as described.
"on November 19, 2017","The case is very durable, but after a month of use, the corners started to crack and the rubber bearing strips off. The keyboard protectors do their job, but sacrifice audio quality (the speakers are muffled), and typing is a little uncomfortable at first."
"on October 30, 2017","I like my laptop and keyboard cover. Takes some getting used to, typing on the silicon keyboard, but not a bad purchase."
"on September 12, 2017",Really beautiful color exactly as pictured. However the white footpads underneath came off after a couple of months and left a lot of sticky residue behind. You could try gluing them back on as they fall off.
"on January 25, 2018","Love the whole package. Looks great ! Protects my laptop and the keyboard . The screen protector is a tad bit too small, it leaves a very small area unprotected but not enough for me not to use it. I love the color though."
"on July 9, 2017","I bought this case mostly because I wanted to be able to put stickers on my laptop without harming it. I love the green. I also bought a sleeve with this case, and the case makes it a little hard to fit my MacBook into the sleeve...but I suppose this is what you settle for when you want your laptop protected."
"on August 15, 2017","simple t install, attractive colors, thin.Delivered on time. The seller reached out to find out how satisfied I was which is a plus. Why 4 stars? Not sure. I have not used it long enough to say that it will be sturdy through out the daily use. Otherwise very good product and a great seller."
"on January 5, 2018","Fits perfectly on my 13"" MacBook Air.  The keyboard silicone cover fits well too, but I have discovered that the back-lighting from the Mac isn't allowed through to illuminate the keys.  If it had, it would be a 5 Star review."
"on January 19, 2018","I love the color and the case overall. Sometimes the case comes a bit loose and has to be snapped back on, and the screen cover that came with it was a little difficult to put on so I ended up not using it. I love the keyboard cover a lot more than I thought I would!"
"on December 29, 2016","Overall, the case is great. I had an issue with a defect in the coating but the company was great to work with and the fixed the problem quickly. I only gave it 4 stars because the Apple logo doesn't shine through as much as I'd like."
"on March 8, 2017",i ordered this yesterday and it arrived today. that was exciting. i absolutely love the color. it's true to picture. i would deff reccomend this to someone looking to buy a cover for their macbook air.
"on January 20, 2017","This is my second Mosiso case. Unfortunately, I was a tad bit more disappointed with this one. It came with some small cracks on the edges of the case. It didn't bother me enough to go through the hassle of returning it, but I can't give 5 stars for that reason."
"on February 8, 2017",The cover fits perfectly on my MacBook Air but the screen protector covers the screen and the framing around the screen which isn't flush with the actual screen so it looks bad! The keyboard covers works as expected with no issues other than the screen protector.
"on December 13, 2016","I was hoping it would be darker but I still like it. The keyboard is nice and fits perfectly. The bottom part snapped in place easily but the top part was a bit harder to do. Now that everything is in place though, I'm definitely a fan of this case for the price."
"on March 6, 2017",I love the case.. Esp. The fact that it has a stand. I gave a four star because I wanted the red which was out of stock and had to settle for the purple. It is really nice but red is my favorite color. I'm impress.
"on October 28, 2017",The case itself feels a bit cheap but it does the job. I loved that it came with a screen protector and the key board dust thing. If it didn’t feel so thin and if it was bit dirty when I got it I would’ve given it 5 stars but overall good deal.
"on July 31, 2017","The case is great and fits perfectly, but my only issue was that the keyboard cover didn't quite match up with the letters on the actual keyboard. That's not a huge deal to me since I was really only interested in the case part!"
"on January 29, 2017","This is a great laptop case if you're just looking for a sleek and nice look, and just want to your laptop to have minimum protection. It actually cracked one me and broke although I take very good care of my laptop. All in all I would give it 4 stars, you get what you pay for."
"on March 14, 2017","It's not mint green, it's a transparent blue. I like the case but this is my second Mosiso case. They are very thin & easy to break but I brought a sleeve for this one. So far so good."
"on February 6, 2017","Great case, good for the price. Is pretty opaque so can't see the apple sign through the case super well if that matters to you! The screen cover fits perfectly, as does the keyboard cover. The airy blue is also a really nice blue color! Would recommend!"
"on November 2, 2017",I purchased the clear case and it seems super great for its price. The only issue I had with it was that the right corner doesn't fit my laptop properly so there's a little gap. I'm assuming this is probably a random manufacturing mishap.
"on January 28, 2018","Amazing cover! This fits perfectly on my MacBook! (Air 13”) However, the screen protector it comes with did not fit on my screen fully. A bit disappointed. Otherwise, great quality for just anyone looking for a standard package like this."
"on April 21, 2017","I'm rating this purchase as 4 stars because the first cover I received did not stay firmly attached to the top of the laptop. However,  I contacted customer service and they sent a new cover which works perfectly. I am very pleased with the cover and the support I received from customer service."
"on November 9, 2017","Every part is this order works perfectly except for the cover that goes on the lid of the laptop. It pops off constantly. It appears that there’s only one latch that keeps it on the lid. Other than that, love the product and the color!"
"on February 18, 2017",The case fits good. The keyboard cover doesn't really do anything for me as it makes typing very mushy and I prefer having some feedback when clicking the keys. The only benefit I can think of is that it prevents dust from going under the keyboards.
"on January 16, 2017","This case is beautiful , color is just like the picture. The only problem I have is the bottom of the case, it doesn't seem to fit my MacBook Air."
"on January 1, 2018","Great case for the price, but it is definitely a reflection of the cost. The case does make my laptop feel twice as heavy, but worth it for how protected it is. The keyboard cover is fantastic and stays on well."
"on August 11, 2017",Same exact case as Ibenzer? Works fine. Fits MacBook Air 13 inch perfectly. Kids liked the keypad cover.
"on September 29, 2016","The cover for the Mac fit well.  I couldn't install plastic screen cover correctly, but didn't try very hard because it's really not necessary."
"on December 18, 2017",The hard cover puts some weight on my 13inch MacBookAir. Great material. I didn't apply the clear plastic cover well but it's fine. I am not sure if it'll leave sticky residue yet (afraid to find out!)
"on March 22, 2017",I ordered it for my son ...he seems happy with it it looks durable and the Mac air seems protected with it including the screen protector that came with it..I like the color very much !!!! And the price was great! !!
"on February 10, 2017",perfect shade of pale pink. My biggest complaint is that it made my laptop much heavier and that it doesnt quite fit perfectly onto laptop. The bottom shell keeps popping out. It does sit snug onto my laptop and i don't worry about it falling off.
"on May 14, 2017","I'm giving this case 4 stars bc, I like the case but it leaves fingerprint stains on the case, which is very tedious to try to get rid of. It happens every time I grab the case so I wish the case was made with a different type of plastic material."
"on January 25, 2018","This is a solid case. While I'm not a fan of the keyboard cover, the case itself is good enough to protect my laptop from scratches and stains. Can't beat the price either."
"on October 10, 2017","Really nice. Comes with keyboard cover and surprisingly, a screen protector which fits perfectly. Great purchase. Four stars only because the material of the case is easily scratchable."
"on September 15, 2017","Nice black case, easily clips on, the keyboard cover is nice but the light doesn't shine through"
"on January 15, 2018","The case was good except for the fact that the bottom case didn't fit my laptop perfectly when it was open.  Also with the keyboard cover, I can't see the keys very well so I don't use it.  But for the most part it is a good product."
"on May 15, 2017","I have a 13"" Macbook Air and this mostly fits it. The bottom portion doesn't fully snap on. It stays on the laptop for the most part and does what it's supposed to do but it's not quite the perfect fit."
"on March 11, 2017",The case is quite nice. It has a great feel to it and looks good. The only drawback is tat it appears that the part covering the back of the screen adds some weight to it and the hinge does not want to stay in place. The screen tends to fall further open/closed depending on the angle.
"on September 6, 2017","Case is amazing and so so soft and matte. I ordered the serenity blue color! The keyboard protector fits perfectly. However, I will say that the screen protector was damaged when I received it other than that I would recommend getting the case!"
"on February 11, 2018","Cute case for the price!  Seems sturdy, and attached to the laptop easily. Looks nice, too!  If I could, I’d give it 4.5 Stars, only because the screen protector that came with the case was damaged."
"on July 26, 2017",The case & keyboard cover are great.  The screen saver is. waste.  It wouldn't stay in place.  I gave it to my granddaughter to cut up for craft projects.
"on April 16, 2017","Easy to put on the hard case and it covers very well.  The only issue is that the keyboard cover was delivered somewhat bent up on the right side, so it doesn't lay completely flat at the top, but its still does the job well."
