"on March 8, 2017",Love the color. Works well.
"on March 13, 2017",For the price its exactly what I wanted
"on May 25, 2017",The color is just like in the pictures.  The cover seems to be durable and was not difficult to place on.  Came with a keyboard protectir and screen protector as well but I did not use the screen protector.
"on December 18, 2017",Great case. It fits perfectly and was easy to install.  A great alternative to the ones that are often sold for far more in the Apple store or at Best Buy.  The keyboard cover is nice and can easily be removed if needed.  For sure would buy this again when i get another Macbook
"on March 27, 2017",This case fits my 13' MacBook Air perfectly. The color is definitely Rose Gold just like my iPhone 7 Plus. I am most impressed with the keyboard cover. It fits over the keys very well. I will definitely purchase this brand again should I decide to change colors.
"on November 30, 2017",I bought it for my granddaughter. She was very happy with it.
"on December 12, 2017",Perfect case for my laptop and it came with everything it said it would!
"on October 15, 2017",It fits like a glove. It's a cute color. Worth the price.
"on August 24, 2016","I think Pink and Grey/Silver go so well together. This purchase has made my MacBook Air look super cute yet elegant. It's a great purchase of three items for a great price. I do have one slight problem with the screen case part, it fits a bit loose, so when I open my laptop, the case almost comes off easily. Other than that, I am a satisfied, happy customer! I recommend it!"
"on May 14, 2017",The item fits well is a great color and great price
"on December 28, 2017",Installation was fairly easy. Fit was good. Seems to be a good product.
"on March 10, 2017","This is a great case! It's smooth to the touch, and will protect my MacBook :-) happy it came bundled with a screen protector, and a key board cover. I'll look forward to getting another, in a different color in the future.Also it's easy to put on, haven't had any problems with it yet."
"on September 6, 2017",Perfect to protect your laptop
"on June 12, 2017",I LOVE THIS HARD CASE COVER WITH KEYBOARD PROTECTION! I want another color! My mentor tried to steal mine but thankful it didn't fit her macbook pro.. i have the macbook air pro. I sent her the link to amazon for this. I hope she buys one soon!
"on August 17, 2017",Quality product. Shipped quickly.
"on December 25, 2017","Got it as a Christmas gift from my mom and it is just perfect! It's better than the prior cases I had before and it came the exact color that I saw online. It attracts a lot of finger prints though, but apart from that i love it."
"on February 7, 2018",Works very well and fits properly on Macbook.
"on May 16, 2017",This case is nicer than I expected. It protects my case and it's looks great. It's easy to install and remove.
"on October 7, 2017",I bought this for my daughter's laptop.  She loves it!
"on January 10, 2018",Lightweight and sturdy
"on May 4, 2017","It's a great case, its very pretty! The only thing I didn't like was the over for the keyboard, but otherwise than that I have no complaints! Its the best deal, and the quality is amazing! Please buy!"
"on August 27, 2017","This bundle was awesome! I got everything I needed to protect my MacBook for $18. The quality is great, can't tell the difference between this case and a speck case. Except I like this case better lol. I got the serenity blue case and I love the color. The keyboard cover looks really cute and fits all the keys perfectly."
"on December 11, 2017",I love this!  I only wish I had ordered one years ago.  the keyboard cover stays in place very well.
"on August 11, 2017",Great product.  Fits perfectly.  Well designed.
"on February 4, 2017","The case fits my MacBook Air perfectly. I also like that the case has some what of a rubbery feel, makes it easier to grab my laptop. The keyboard cover is okay. It comes off of the keyboard easily and makes it a little difficult to type. However, I like the way it looks. Overall great purchase especially for the price!"
"on May 3, 2017",Awesome case fit so good
"on December 24, 2017",Very nice. Great for the price!
"on November 4, 2017",perfect as described!
"on November 20, 2017","Received cover and looks great,  Giving as a gift.  Shipping was promt."
"on January 6, 2017","Great pricepoint! Just received today and the hard shell is a perfect fit. I love how the apple shows through the case. I also like the feel of the keyboard cover. I tried putting on the screen protector but it didn't stick very well. No worries, I'm not as worried about the screen as the body of the computer/keyboard."
"on October 20, 2017",Fits Macbook Air perfectly.  Purchased this color for my wife.
"on September 16, 2017",Highly recommend. I like the soft rubber feel. Easy to put on.
"on October 11, 2017","Good product. I'm very satisfied. Now, MacBook feels more safely :))"
"on July 27, 2017",Great. Worked perfectly
"on December 19, 2016","So far this case and keyboard cover has worked great for me. It does hold finger prints on the case, but I'd much prefer that to them making my computer dirty.  I did not apply the screen protector, so I cannot comment on that part of the purchase. But I am happy with my purchase overall and would buy from them again."
"on February 5, 2018",Great case for MacBook - easy installation along with added perk (free) of the keyboard cover & screen protector. Price is perfect (compared to others sold in the store); one could literally have 2 or 3 colors for the price of one! Also arrived on time (2-day Prime). Highly recommend!
"on August 25, 2017","Case feels nice and solid, color looked even better in person (it's kind of translucent).  Keyboard cover also feels more responsive than you would expect, though you do need to type just a bit harder compared to bare keys.  Overall very pleased with the purchase after the first week."
"on May 27, 2017",Great product.  Does what it needs to.
"on July 21, 2017",Well made and fits perfectly.
"on February 1, 2017","This case fit my MacBook Air 13"" perfectly. It is lightweight and allows the Apple emblem to show through.  The keyboard protector was a nice addition and though I didn't think I would need it, I use it and it works well.  I am very happy not only with my purchase but the service as well.  Would highly recommend."
"on August 22, 2017",This case fits very well. It is exactly the color shown. The keyboard cover fits as well. I have absolutely NO complaints!
"on December 12, 2017",Super beautiful and fits perfect
"on January 21, 2018","Took me so long to find a good macbook case for cheap and i think i found the best of the best. This case is so cute and perfect and it also protects! Mine came with the keyboard cover thing and screen protector and in my opinion, its amazing. I got the kind of blue-ish color and it suits my macbook."
"on February 1, 2017",I loved the case and it is just as advertised. It's smooth and soft to the touch but is still a hard case. It fit perfectly on my 13.3 in MacBook Air and was easy to put on. The only problem with it is that it would most likely not protect my laptop from a fall but it does protect from scratches and finger smudges.
"on July 9, 2017",Got it for the wife. She loves it.
"on January 25, 2018","I wanted to buy a case for my new macbook air but not spend too much money. This case looks great on my computer, fits greats too and didn’t break my bank. Didn’t use the screen protector or keyboard piece, but kept them just in case. Will purchase again."
"on March 27, 2017",excellent product
"on December 9, 2016","Beautiful color! The case fits well and seems to be solid and is so far doing a good job of protecting my computer. The only downside is that a few of the keys on the keyboard cover don't match up perfect, but it's really not even that noticeable. I've gotten a lot of compliments on my new case! Definitely a great deal. Would buy again."
"on July 31, 2017","fits snug, does it's job well."
"on July 19, 2017",Love my case! Gives my computer a little more personality :) Would definitely recommend.
"on February 9, 2018","I love it.. Clicks right on, fits perfectly and the color is exactly what I expected. It comes with screen protecter and keyboard cover.. Will be ordering more in different colors."
"on June 21, 2017","Arrived super fast, in perfect condition.  I love it.  Thank you."
"on May 14, 2017",UPDATE:  Mosiso responded to our initial 1 Star Rating and contacted us to remedy the problem.  They promptly replaced the case and cover which fit perfectly.  THANK YOU for the excellent customer service :)The case did not fit properly; it was too big so we contacted Amazon and they promptly gave us credit.
"on March 12, 2017",Well made and super pretty
"on January 16, 2018",It fits perfectly and the color is so pretty! Highly recommend!
"on October 10, 2016",Really satisfied with this product. Arrived in a timely manner and was securely packaged. Fits my MacBook Air perfectly. I didn't put on the screen protector and you can't see the Apple unless the device is on but that's fine by me. I would most definitely order this product again.
"on September 11, 2017","I didn't think I was going to be receiving a high quality set for such a low price, but this case looks exactly the way it does in the photos, the keyboard cover fits snugly, and the clear protector for the screen was easy to apply and left no bubbles! Beyond pleased with the purchase (and careful packaging)."
"on December 24, 2017",I purchased as a gift for my granddaughter.  She loves it.  Fast shipping and great price!!
"on September 10, 2017",works great
"on November 3, 2017",Fits great!
"on May 13, 2017","I bought thie hard case for my daughter Macbook, she is really happy with this case."
"on December 5, 2017","I love how it includes almost everything you need to prevent any scratches on your laptop. The keyboard cover is soft and every single product that is included in this bundle is what is said in the description. Also, you can still see my stickers on my laptop with the case on."
"on March 16, 2017","I bought this product in the color Camel and it shows minimal to no fingerprints at all! However, I was hoping it would be clear enough for stickers to show clearly, and I don't think that will be possible. It's pretty matte. The apple logo does show through when it's lit up."
"on January 4, 2018","Great case! the keyboard cover is precisely cut and very thin, which makes typing on the laptop enjoyable. The color of this is beautiful and the case itself looks a lot more expensive than it actually is. You really can't beat the quality at this price point!"
"on January 30, 2017",The case is easy to snap on but hard to take off but it's provides good protection to my laptop. The color is vibrant but the only downside is that you can see fingerprints on it. What I didn't know was that it came with a screen protector too.
"on March 12, 2017",fits great
"on March 19, 2017","People here saying it doesn't fit..... there's literally a picture of what model this is for. ""It doesn't fit my MacBook Pro!"" It ain't for a MacBook Pro homie. Anyway 10/10 it's super cute and fits perfectly for my MacBook AIR :) swag"
"on November 10, 2016",I have to say i was a little leery of buying this after reading some of the reviews but for the price i had to get it. It arrived in just one day and it fit perfectly and the color is great. Just MAKE sure you're model number is A1369 or A1466 or it will NOT fit. I'll for sure be buying a few other colors!
"on June 12, 2017","Great case! Great buy! This case was a Mother's Day gift and it included the added bonus of screen protector and keyboard cover. The letters on the keyboard case do not perfectly align with the letters on the keyboard, but that is really no big deal unless you are staring at your keyboard."
"on November 30, 2017",nice fit so far so good
"on December 3, 2017",Love the color and the keyboard cover.
"on February 4, 2018",Love it!
"on October 9, 2017",Very nice.
"on August 10, 2017",I love this case and the color is great. The order was shipped out very quickly and arrived with ease. I have never had a keyboard skin so that will take some getting used to for me. I would definitely order from Mosiso again.
"on January 12, 2018",Love it
"on October 21, 2017",Great fit for the MacBook Air 13!
"on July 18, 2017",Perfect
"on December 29, 2017",Seems a little flimsy at first but after I made sure I snapped the case on in ALL the right places it was good to go! The keyboard jelly is a little cheap in my opinion but overall would buy again
"on April 10, 2017",I love the color. Just purchased this cover it seems to be doing good. Snapped on easily. So so far so good!
"on February 11, 2018",I love it make my life easier
"on October 19, 2017",Love the color. And I like that they gave a screen protector and keypad cover.
"on September 7, 2017","This is my second set and is a gift for my husband.  He really likes it--mine is great too.  A wonderful value, good quality, and arrived so fast.  I highly recommend this product!"
"on May 26, 2017",good
"on January 25, 2017",The cover was very easy to install.  We purchased it to help protect daughters laptop as she studies oversees and she has been very happy with it.
"on October 15, 2017",Good
"on November 30, 2017",It is pretty good overall. It is really hard to get it out from the computer. The keyboard fits perfectly. The only problem is that if your computer has fell and the corners are crooked they will stab into the case so keep that in mind.
"on July 9, 2017",ok
"on September 14, 2017","I have purchased a few of these that were different brands (but identical products). I like this one best, and the value is great since it comes with the keyboard ""condom"" (it keeps stuff from getting in there. lol ) and screen cover."
"on March 14, 2017",I love the case and keyboard protector! Great price for such a good product. I did not use the screen protector. I tried it but there were air bubbles so I ended up taking it off.
"on January 7, 2018","The case has an amazing matte texture. The color looks exactly like it does in the photo. The only small problem is just the rubber keyboard cover. The letters are so light that you can not see the keys themselves. However, other than that I love the hard case and how it represents by personality."
"on June 30, 2017",Excellent!
"on August 14, 2017",I am so excited about my cover! It looks great on my laptop and was very easy to put on. I got the Rose Quartz color and it look very simple yet elegant. I've had my case for about two weeks now and there have been no complications. Good quality and good price. I highly recommend!
"on January 26, 2018",Great case!
"on December 18, 2017",Exactly how the pictures looked. Perfect fit to describe product. Fast shipping.
"on June 29, 2017","Perfect for my Mac  Good quality, sturdy and urable"
"on October 25, 2017",Gave it 5 stars. Wanted to give it 4.5 stars because the Peacock Green color is not as it's vibrantly pictured on line. It's more of a dull pale hunter green. Quality is great. Worth every penny. Hope the seller continues to offer their good value.
"on January 26, 2017",I loved it! I reallly loved how the color looks!! It's exactly how the picture shows. One thing I did which came with this was something to help the screen protector not get bubbles.. because if you're like me you can really screw it up lol. Overall I loved this product especially for the price!
"on July 18, 2017",Good Case for the MacBook. Very effective.
"on January 7, 2018","The first case that I received had a grease mark that could not wipe off. I returned it & it was replaced within two days. The case fits great, it’s slim & works great. I would definitely buy this case again. Great customer service!"
"on August 11, 2017","I love this case. I had a $50 ""good"" brandname one before this that cracked within three months of having it. This one seems to have a little more give (but still protects) and actually looks better!"
"on December 2, 2016","I actually bought two-- one for mine and one for my mom's laptop. The colors were beautiful and vibrant, and it's holding up well, far better than I expected for the price (I purchased the three in one deal). I personally like that the apple logo is not visible until it lights up-- it looks surreal!"
"on July 18, 2017","the case lasted longer than the one that I got from Best Buy, over time the non-slip stickers on the bottom come off, and the corners on the bottom part of the case break off, still able to use, just annoying... time for a new one."
"on June 16, 2017",It is a nice case to protect from scratches. Love the color and fast amazon shipping.
"on February 5, 2017","I'm really happy with this cover. Agree with other reviewers, good quality for price. No issues with screen angle so unsure what other people are complaining about. Purchased the black. Aside from having trouble cleaning a few fingerprints  from it, I recommended it to family and friends, too."
"on March 26, 2017",No issues.  Had to carefully attach bottom case.
"on March 28, 2017",Good job
"on July 15, 2017","I absoloterly love my case. Unlike another case i bought from a previous company, i like that the case snaps into place perfectly & the keyboard cover slips right into place. Only thing i wish it would have came with would be the dust stickers, other than that i love my case!"
"on December 28, 2017","It's good. Especially the keyboard cover. My friend accidentally spilled a drink on my laptop the other day, and the keyboard cover kept it from seeping through the keyboard and into the laptop. The rest of the hard case has been pretty useful in keeping my new Mac from getting any scratches"
"on January 26, 2017","This case turned out to be exactly what I had hoped it would be. The rose quartz color is very pretty and has a matte finish. It comes with the plastic case, a soft keyboard cover, and an adhesive screen protecter. Very good quality. I will purchase this again when I get bored of this color!"
"on January 23, 2018",Looks good. Functions good too. Will buy another for my MacBook
"on March 15, 2017","Excellent value! I love how it makes my computer look stylish and protects it at the same time. Wonderful value for the price and comes with all of the parts. Be careful putting on the screen protector. I ended up with some bubbles, but I should have been paying better attention when I did it. Absolutely love the color selections! Great purchase!"
"on December 11, 2016","Absolutely great case and keyboard cover for such a convenient price! Easy to put on. Very helpful for protecting MacBook from any scratches and dirt; keyboard cover can be easily removed, cleaned from any dust, and placed back on while the keyboard always stays clean. I totally love my order!"
"on January 7, 2018",This case was VERY easy to put on to my MacBook! the color is vibrant and exactly what is pictured. the keyboard cover fits perfectly and the screen protector fits and was easy to apply! over all I'm very happy with the product.
"on March 15, 2017",Love it!!
"on December 20, 2016","Case fits well and the color is beautiful! Snaps on easily, and its nice that this product includes the keyboard cover AND screen protector! Great product for a really good price, I definitely recommend it!"
"on November 29, 2017","I have a MacBook Air and I LOVE this case. Super simple to put on, the clear is so nice because its not obnoxious. I felt the clear color was professional. Love love love!"
"on January 16, 2018",This product is nice and high quality. Recommended
"on January 15, 2018",Love the color (true to what you see on amazon) and it fits perfectly. P.s. the “Apple” logo doesn’t shine as brightly as it appears in the photo but you can see it through the case. Good purchase!
"on July 18, 2017","Fits my MBA great. Camel is a lovely neutral bush as pictured. IMO, this color is closer to a light mauve than camel, which is what I was hoping for. More taupe undertone than beige or pink. Happy."
"on July 25, 2017",Excellent..!!
"on February 1, 2018",Great product working as expected would buy again
"on January 22, 2017","Perfect fit! The color is awesome. True. Fit was perfect. The corners are all covered so I'm not worried about scratches. Over all I am very happy with my purchase. I'd buy it again! The keyboard fit nicely and doesn't put pressure on the screen when closed. I own an iMac airbook 13"""
"on January 30, 2018","I'm so happy I bought this! It's sturdy, and now my keyboard is going to stay clean! Wonderful purchase!"
"on September 18, 2017",simply classic! just as in the picture.
"on May 27, 2017","Great color and material. I bought the light pink one, and super satisfied with it. It's just soooo cute and protects my laptop from scratching!"
"on January 31, 2018",excelente presentación
"on September 2, 2017",Really nice texture and feeling to it. Smooth and soft to the touch. Comes with everything you would need to protect your laptop. Only problem is that it's kinda hard to put on the screen protector. But besides that everything else is simple. Would buy again if I had to
"on October 1, 2017","Plus pointsit protects your keyboard, screen, and the exteriorit increases the life of your laptopMinus pointsreally hard to put the screen protectorIts worth the money"
"on April 5, 2017","Very nice cover for my MacAir. Fits perfect, easy to snap on, and the color is just what I wanted. Very pleased."
"on August 17, 2017",Great case. Good quality and fast service.
"on August 15, 2017",It came with everything! It had wipes to clean the macbook and the keyboard cover as well as a screen protector which I wasn't expecting!! The case is snug and fits the computer great and it isn't too tight that I can't take it off to switch for different colors. Love this case and will buy again!!
"on July 27, 2017",The case looks great
"on June 29, 2017","Came on time. Super durable, but not as see-through as the picture shows. The case is easy to clean and does not 'scuff off' the color like other cases do."
"on June 2, 2017",I've had this case for a couple weeks now and so far I love it! It snapped on perfectly and the color was like what was shown in the picture. Good product!
"on December 17, 2017",I’ve had this cover for about a year now. I’m happy with it. The light color does get a little dirty..
"on December 5, 2017",Love this!
"on December 29, 2017",Cover worked great for my grand daughter.
"on May 22, 2017","Not only is the quality of this product great, but the customer service is also exceptionally amazing. Initially, I bought the Rose Quartz color but it turned out to be a lot pinker than I had imagined/what the picture insisted. However, I reached out to their team and they were more than happy to assist me with my exchange. Great purchase!"
"on August 10, 2017","This case is simply perfect. The color is vibrant and the texture is smooth. I was looking for a computer case that i can put stickers on, so the simple color was perfect and it seems to protect my computer well. The keyboard cover helps keep the keys clean and safe from falling off."
"on February 16, 2018",Love it
"on February 11, 2018","I was worried about the case covering my decal & it did /: but it’s okay because I love the case. The color is just what I was looking for & the keyboard cover is amazing, you can type without any problems."
"on December 23, 2017",It was a bit hard for me to assemble but it snapped in place.
"on December 22, 2017","This is exactly what I wanted.  The cover fits perfectly, and so does the keyboard cover.  I had a Speck before and this one seems comparable.  I would definitely buy this again."
"on July 10, 2017","Great product, excellent value, easy to install, provides full protection while showing your style!"
"on September 13, 2017",Excellent.  Exactly what I was looking for.
"on August 13, 2017",I love the keyboard cover that came with it BUT it does limit the lighting on the background of the keys. The case itself is very smooth and I am enjoying the change from the Speck brand as it feels like the same type of material for half the price.
"on February 8, 2017","Super Great product. Would recommend. Only thing is there was no instructions on how to put it on. Not super hard to figure out, but still would have been nice to do it right. The only complaint I have is since the screen protector had no instructions and I didn't put it on right."
"on January 11, 2018",Works great on my MacBook Air (newest Version). Very easy to install. Looks super. I would highly recommend it to everyone.
"on August 18, 2017",We tried multiple products previously to finding this one.  This product fit perfectly - Thank you
"on March 8, 2017",Just as described!! I love the colors but my favorite is the orange (for my MacBook Pro). Fit just right and no problem with installation.
"on July 12, 2017","ITS FANTASTIC.It doesn't make the MacBook Air super heavy, though it bulks it up ever so slightly.I got the wine red one, and it looks exactly like the photos.It's super easy to slip on too. Totally worth the money."
"on June 12, 2017","Great product, and can't beat the price! I had a small problem with one of the pieces when I first received it, but the costumer service was incredibly prompt and courteous in helping me resolve the issue. Would definitely buy again."
"on August 21, 2017","The case fits my laptop like a glove and it has a soft, almost velvety feel to it, which I like a lot. I also like having the keyboard cover since it's so hard to clean out the Air's keyboard. You just have to type really hard (which I do already)."
"on December 7, 2017","Actually, a very nice cover and for the price, you can't beat it. Would definitely buy this item again !"
"on March 9, 2017",Great Item for the money.  Very easy to put together.  It even comes with a screen protector which I wasn't aware of.  Pretty cool.  I love the color too.  There was a tiny color imperfection but I'll live.
"on May 1, 2017","I love this color and it makes the outside of my computer feel all velvety. Hasn't broken thus far. I don't use the keyboard cover since it muffles the sound on the Air, but that's a-okay."
"on May 14, 2017",Great
"on January 24, 2018",Pretty color & a perfect fit! Very happy with my purchase.
"on November 1, 2016","Solid product, fast delivery, fits like a glove on MacBook Air. Don't hesitate. Just buy it. Keyboard cover lays nicely as well and the included protector and cloth are a bonus. Received nothing for my review. Just a solid product. I've purchased two already just to have more then one color."
"on September 27, 2017",Just what I wanted.  I scratched my laptop really badly on a flight and this covers it up nicely.  Very soft to the touch and more of a quality feel than I expected for the price.
"on September 19, 2017",Great protection and good material. Would recommend this for your Mac .
"on January 10, 2018","The cover and the key protector (?) worked perfectly! Am sooo pleased I ordered this Mosiso cover (after I had ordered another company's similar product, which did not work well at all!)."
"on August 24, 2017","Good and sturdy case! It snaps on and stays on. You can still see the apple logo when it's on and the rose gold color is true to the image. I like the keyboard cover it comes with, for the most part it lines up with the letters and fits perfectly. Thanks!"
"on March 13, 2017",Love this case-super easy to snap on and it looks really great.
"on March 13, 2017",I'm impressed with the sturdiness of this cover. And I'm very happy that the keyboard cover fits snuggly over the keys. I didn't use the screen protector as I'm not one to use them.
"on January 11, 2017","love it, love the color and the way it feels. great item for  great price"
"on November 15, 2017","These are great, they really last! The first one I ordered in Aug 2015 and my daughter uses her laptop for college plus social media day and night."
"on March 24, 2017",Great product.  Fits and looks great on my mac.  The keyboard is made of thick plastic and fit snugly.  Highly recommend it.
"on December 16, 2017",Very solid product. Great
"on October 14, 2017",works great nice fit.
"on November 22, 2017","Great product- smooth but still durable.Color Camel- I was worried it would come in looking more brown than pink but its actually a tad bit on the pinker side, regardless I think it is beautiful.It has happened once where I had to relock the case back into place."
"on August 10, 2017",Purchased the covers for my twinny college bound granddaughters.  They are happy with the covers and that's what counts!
"on November 6, 2016",So far this case is working great! It goes on very easily and fits well.  I don't really use the keyboard skin but when I did it also fit well and the keys lined up. I have not used the screen protector because I feel like it is unnecessary for a laptop but I'm sure it works just fine.
"on October 20, 2017",Nice as pictured
"on July 14, 2017","Really a good case! protects well, feels nice and blue color looks poppin!)"
"on February 9, 2017","This case fits and works very well. Could use more ""clips"" for a tighter fit but the computer also is pretty thin and that limits the amount of places to clip to. All in all for $13 this works great. Color is a little lighter than pictured, still looks good though."
"on February 8, 2018",Love my new cover Looks awesome
"on July 6, 2017","It fits great and love the keyboard cover and screen protector that comes with it! Normally, I don't like screen protectors because I like to pick/peel them off but I can't even notice it's there!"
"on August 20, 2017",This is exactly what I need to protect my mac.  Really like it.  The keyboard is very soft and smooth.The color is not exactly the same between the keyboard and the cover.  It is acceptable.
"on January 21, 2018","Every part fit well. I did have  trouble applying the screen protector, but I really only cared about the outside case ad keyboard cover"
"on January 25, 2018",This thing is so awesome! Loved it so much I bought another
"on February 11, 2018","I never write reviews but felt compelled to after receiving this product. After spending hundreds in cases from Best Buy that never failed to break, this affordable case has been the best, sturdiest thing I have ever used! Customer service was great too. Highly recommend."
"on December 16, 2017"," I personally love solid colors , I find them sooooo cute , basic and sleek . This is my second Mosiso product .. I first got the red one and now the olive green . I received plenty of compliments, I would definetely recommend ."
"on March 13, 2017",Everything fits exactly as it should on my 13 inch MacBook Air. For some reason I never put the screen protectors on right but this one went on perfectly and I can't even tell it's on there now. This brand is great quality at a great price!
"on September 28, 2017",I absolutely love this hard case. It's a little on the pinker side but overall it is a great product for the price I paid. I would definitely recommend it.
"on October 25, 2017","I really like the casing, it's smooth but not slippery. The keyboard cover is also great for protecting your keyboard from food, liquid, dust what have you. very satified with the product so far."
"on October 12, 2017",Perfect
"on April 17, 2017","Outstanding product, I just got my first MacBook Air in my entire life. I need only the best case for the entire outside, the keyboard, and screen. Thanks to Mosiso, I was able to get them all for a low price."
"on November 8, 2017",I absolutely love it. Does the job of scratching my laptop and helps it look so cute! I really love this product
"on October 17, 2017",I love this cover set for my Mac! The color is very vibrant and it keeps everything clean!
"on November 24, 2017",This case is protective and I get many compliments on the color.
"on June 13, 2017","I got Marsala red for my new MacBook Air. So pretty, seems durable. Very pleased. Didn't use screen cover but really like the keyboard cover."
"on September 14, 2017",She loves it.
"on July 24, 2017","It fit perfectly and the I love the color. Wasn't looking for a key board protector but now that I have it, I like it."
"on March 22, 2017","This case is one of the best that I have ever purchased on Amazon thus far. Not to mention, it's very inexpensive compared to other cases. The Camel color is really nice and the keyboard cover fits perfectly."
"on July 3, 2017",She Loves it so their you go lol
"on January 11, 2018",Super cute!
"on May 6, 2017","I bought this in the rose quartz color and I absolutely love it,It is the most complete product you can found and the price is awesome, it protects my computer, the keyboard and the screen!Love it"
"on October 26, 2017",Case fit great on my laptop....
"on January 23, 2017",This case fit perfectly and is a cool color just barely translucent enough for the logo to glow through.  Screen protector was of surprising quality and went on easy.  I didn't think I would care for the keyboard cover but even that is a fun addition and works great.
"on December 15, 2016","I love this case! The color is as described, and the product as a whole exceeded my expectations.My laptop looks so pretty now :)When I contacted Mosiso, their response was quick and their service representative was very friendly.5/5 would recommend!"
"on December 11, 2017",Very good makbook cover. I like it very much. It is good price too
"on December 30, 2016",Nice enough to protect from scratches and nicks. Not for someone who like to toss laptops around
"on July 18, 2017","The case fits perfectly and doesn't feel cheap at all, my only complain is the rubber feet but they include extra ones just in case. Overall an excellent product."
"on September 24, 2017","Good for the price you pay. Basic protection if you want to keep your MacBook Air looking new when you want to pass it on or sell it. Came with a cover for everything, even the keyboard. Packaging looked cheap but the product inside makes up for it."
"on July 10, 2017","I love this case so much! Its pink, but delicate soft pink. I always get compliments on it. I also use the keyboard protection and it matches perfectly. Definitely going to repurchase in the taupe color!"
"on April 3, 2017","I really liked this case and keyboard cover. The screen protector tho wasn't really that great, I ended up taking it off and tossing it."
"on January 24, 2018",This cover fits perfectly my mac book air 13”
"on March 28, 2017","Came quickly, color is amazing, fits perfect!"
"on May 10, 2017","however, it does snap very easily and the little grips on the bottom case fall off easily too. There are little snaps that help keep the case on the bottom, but they are right where your wrists are while typing so they scratch you. it can be very annoying. but overall i love the case."
"on May 13, 2017",The case is amazing!!! I bought one for myself and then bought one for my cousin too. We both love it.
"on January 19, 2018",Just bought a new computer and this case looks super awesome on my computer I love the color
"on December 23, 2017",Love the color
"on April 28, 2017",SO PRETTY!
"on July 26, 2017",You're getting a lot for the money here. Fits as described and looks great on my nieces first MacBook Air for college.
"on January 10, 2018","This was a great value. My teen daughter loves how it looks and protects her Macbbook. I had originally purchased one for a lot more money at Best Buy, but she didn’t like it and ordered this one. We saved money and got something she liked better."
"on March 22, 2017","I love it! The color is exactly as advertised and easy to put on. The keyboard cover fits snugly. The screen protector however, is a bit tricky. Though even after several attempts, the adhesive remained sticky. Great product! Definitely recommend!"
"on August 13, 2017",Bought for my daughter. She loves it!
"on October 24, 2017",Awesome Case for an unbeatable price.
"on April 3, 2017","I bought this for my daughter's new laptop and she loves it.  It fits well, was easy to install and the color is matches the picture."
"on February 21, 2017",I bought this for my mom and she loves this case for her laptop. It was nice that it came with a screen protector too. The case that I bought for my own laptop was from someone else and it's already breaking down ... I plan to buy another one from this person.
"on November 1, 2016",Got this for my girlfriend she loves it
"on April 10, 2017",Product is fine
"on October 11, 2017",Great case. Looks sleek and provides adequate protection against falls and spills.
"on September 13, 2017",Excellent case! I love that it also comes with screen and keyboard protectors. It's very smooth and sleek and I love it!
"on October 10, 2017","Product was just as listed on the site and my daughter loves the color and the fact that the apple logo shows through the case perfectly. I would definitely purchase again, maybe in another color to change them out."
"on January 17, 2018","Very simple, love the color, easy to put on the laptop. Overall great product and worth the price!"
"on May 13, 2017","Awesome product really nice, the edge of the cover on side is a little jagged but still like it."
"on September 16, 2016","I absolutely love the color and texture of this case. It is like your typical plastic case for that Mac's but it has a matte/rubbery finish to it. We will see how long it lasts. They all tend to break easily because they are plastic. For the price of this whole package, I am pleased."
"on March 30, 2017","It fit my laptop perfect. It just snaps on! You can see the ""apple"" through the case when the laptop is on. I wasn't sure if I should use the keyboard cover but I did and I like it. Great price at $13.99!"
"on November 5, 2017","I ordered this product for my work laptop. The case and keyboard cover arrived promptly, fit well, and look nice. I am considering buying an additional keyboard cover from the same company for my personal laptop."
"on August 10, 2017",This is a GREAT case and it is so nice and it will definitely protect her new computer while in college!!  Great quality and glad we found it!!
"on December 28, 2017",I have had this case for over a year and it is still going strong the only thing is one of the corners chipped but I do use my laptop a lot for school and other things but not noticeable would highly recomend this product you won’t regret the purchase
"on September 23, 2017",I love this case!  It keeps my computer safe and clean!
"on September 1, 2017","Case is great, provides a nice outer shell that withstands a decent amount of a beating. Would recommend this for those who need a light case for travel. Fits perfectly"
"on October 14, 2017","All I have to say is how happy I am!! I had previously purchased a key protector and it was awful ... When this one came in with my cover (that I LOVE) I wasn't going give it a chance but it felt different, so I did and I am so happy I did!!  Amazing :) !!!"
"on January 17, 2018","This exceeding all of my expectations!!! I bought this for my teenage son's computer. The color is great, I love the hard shell covering. The carrying case is helpful since it is in his backpack everyday. The small case for the cords is also a great bonus.."
"on December 28, 2016","So cute!  Exceeded my expectations.  Case snaps on easily, fits snugly.  Color is cute.  Keyboard cover also fits perfectly.  Color is also cute.  Ordered along with Soya microfiber leather sleeve in rose gold. Color matches perfectly.  Great day of internet shopping, lol!"
"on September 11, 2017",Very cute! True to color and fit. Have not had any problems.
"on September 12, 2017",I bought two of this and as always I depended on previous reviews and yes they came to be pretty good buys. The colors were nice.
"on January 11, 2018",super cute! the fit is the slightest bit off but ya girl can live with that I ain't droppin my mac all over the joint anyway
"on February 13, 2017",This is my second purchase through this company and I am just as pleased as the first. The case is great quality for the price. It lasts much longer than other cases I have purchased in the past that would plastic would break. But this one is durable and affordable. The color is also true to the photo.
"on February 28, 2017","Product works as expected! The keyboard cover is a little hard to get used to typing on, as it is not as smooth as the bare keys, but it keeps my super MacBook clean!!"
