Marsala Red,"Love the color of this case, and it performs as expected. However, if you don't like fingerprints and greasy looking smudges, this is not the one for you."
Rose Gold,"Overall the product is very good if you can get past the fact that the keyboard cover is a bit off causing the keys to look blurry. My fiancé is a computer girl so she knows the keys so it generally bothers me more than her. As far as the color (rose gold) pretty much on par with her phone, beats, and Apple Watch that are all matching rose gold. Case fit snugly and the screen protector is a nice touch. Overall, for the price can't really complain."
Light Purple,The case fits my MacBook Air nicely. I love that I can still see the decals underneath as I'd hoped.
Turquoise,"What I liked the most was first; It arrived early than expected. Second; the smoothness of the product as well as the quality, and third; it was very easy to put on the laptop. What I least disliked about the product, will have to be the screen protector, since it does not cover the full screen.. other than that I am very satisfied with the purchase and I will recommend this product, and will purchase again."
Camel,"To be quite honest, I love the color and the quality of the case itself, but I suggest not touching it if your hands are oily in any way. (Mines are since I touch my hair a lot.) Also when I got the package the keyboard cover had a defect on one of the keys. I don't know if it was just mine that came that way, but it's not too nticibale unless I'm looking for it. Overall though, I'm quite satisfied with the product."
Serenity Blue,"I got periwinkle blue and I am very pleased with this case. My flaws with are the keyboard makes it a little harder to type because I guess I am a light typer, but I'll probably get used to it. The case snapped on well but a couple parts of it are not completely snapped on. Otherwise, it's a well designed case and I would recommend getting it."
Serenity Blue,"The case fits on snug and it was simple to snap on. I love the keyboard cover as it is not too thick; my last one from a different company was a bit thick and hard to get use to. My only complaint is the screen protector I got had a small imperfection (a dent) on it that when I put it on my screen, a bubble formed around it and won't go away on my screen. I tried to move the air bubble out, but it just won't move."
Marsala Red,Great quality. Fits perfectly. The only problem is the screen protector didn’t like the quality of that.
Marsala Red,"I am definitely happy with the case for the price I paid. It came with a slight scratch on the inside that shows up when on the laptop, but i'm not one to worry about that. it also pops off a little bit and I frequently need to snap one side back on, but it never comes fully off so im not worried about the safety of my laptop because of it. It was very reasonably priced so I am overall happy with my purchase"
Turquoise,"The cases is almost exactly as shown. However, when I received my keyboard cover the letter and numbers did not match the actual letters and numbers on the keys. The color is just like the picture. I am slightly disappointed with the keyboard, but very impressed with the case."
Airy Blue,The Case itself fit like a glove. Love the color (Airy Blue). The case sometime comes off from time to time. But overall great case and keyboard cover. However the screen protector is awful!! It creates to many air bubbles. Tried using a credit card didn't work. Just AWFUL!! And the plastic of the protector is very sticky. A lot of dust and dirty got on the protector. Overall I would give it 5 out of 5 stars. But the screen protector is awful!! Highly don't recommend!!!!
Aqua Blue,"My only complaint about the case is that after a while it becomes very susceptible to breaking. Also, the white sticker things on the bottom fall out very easily. However, you can't expect anything better with this price."
Black,Product met my expectations. Just like the picture. I will order again for a different color.
Peacock Green,This cover snaps into place easily and so far no real complaints. The only thing I'd mention is that the keyboard cover mutes the music coming out of the laptop a little bit. Still a bargain at this price and worth it to keep my keyboard free of cat fur :)
Airy Blue,"Purchased for daughter's college laptop.  Sent off to UCSD's Amazon pick-up.  I've heard no complaints, so it must be good.  If it was not satisfactory, I would have heard about it."
Navy Blue,"Perfect for what I was looking for. Nice case that fits well. Not sure it will survive a hard drop, but will definitely help with scrapes and smears to the outer shell of the computer, and it looks nice. My only issue is that the keyboard cover blocks the illuminated letters, but I didn't necessarily make this purchase for the cover, so I just won't use it. Problem solved.  All around, a good case."
Rose Quartz,"It looks great and gives me peace of mind and assurance that I won’t scratch my MacBook on accident. It’s a little hard to remove, but that’s fine. The keyboard cover is nice but it makes the keys feels sticky and I find myself missing keys when typing."
Black,Decent quality case for the price and decent quality keyboard cover but the film had no instruction and I messed it up so that can be better. Also Keyboard cover kinda made typing harder so I guess some people might find it uncomfortable.
Airy Blue,"Great case. Easy to install, My daughter loved it. the keyboard cover doesn't fit as well as it should it makes the keys harder to press so she doesn't use it otherwise great case for the price."
Transparent Black,Adorable the the smoky gray color. Looks almost blue black. Very chic. Fingerprints get on it easy. Bottom snaps off occasionally. But cute otherwise.
White,"really nice, keeps my MacBook Air protected. looks nice and neat. only thing is its almost impossible to remove the top cover if you want to change colors. had to look at you-tube to get advice on how to remove it without damaging the computer. otherwise its a good quality."
Gray,"Good product--Doesn,t seem to be as good as some I have purchased in the past, but still good."
Serenity Blue,"I really love the color and feel of this case. It isn't clunky at all, but it's sturdy enough that I feel like it's protecting my laptop enough. The only reason I gave it 4 stars instead of 5 is that I feel like when I open the laptop, the case peels away a bit instead of staying on completely and tightly. Also, I can't get the keyboard cover to lay just right. It always seems to be a bit off and it can throw you off when typing. Overall, I'm happy with this purchase!"
Black,"Case is great, screen protector sucks and so does the keyboard guard."
Marsala Red,"Not quite as dark as the photo shows, but I like it. Note: there are 2-3 types of Macbook Airs, so the case may not fit. (I learned this the hard way). Look on the bottom of your macbook, and in tiny font, it'll say the model."
Rose Gold,"I got the Rose Gold case, and I was actually impressed with the color. The case fits well on the MacBook, but it is slightly loose on the bottom part of the laptop. I haven't been able to put the screen protector on my laptop just yet since there were no instructions in the box on how to do so. I'm sure there are instructions online for the screen protector. You pretty much get what you paid for with the case"
Airy Blue,"I absolutely love my new case and the color is so perfect. It came early in the mail but my only complaint is that there is a chip in the bottom half of the case, it's not super noticeable but I was bummed when I saw it. And the keyboard cover looked a bit damaged/used in a way.. but overall I still love it and will use it. I'm tempted to buy more colors!"
Serenity Blue,Good protection for my son's 13 inch MacBook Air. Reasonable price.
Marsala Red,Looks exactly as pictured. Screen protector was cheaply made.
Serenity Blue,"I have had this case for about 7 months now and it has worked phenomenally. Unfortunately, the corner on the bottom part of the case just broke off so I will have to order a new one. I really enjoy the keyboard cover, it protects my keys from getting unwanted gunk in them! Really pretty color as well."
Rose Gold,"Only problem, the keyboard cover has the letter and number slightly uncentered then it causes a double vision effect, it would be better or not to print the letters (letting the cover transparent) or making the cover not transparent."
Airy Blue,Excellent product. Gives me just the right amount of grip. Looks stylish. Only issue with it is that the top sometimes pops loose when I open the laptop. Just have to be careful when I open it.
Rose Gold,Product fit as expected. The case snaps on securely. The screen protector isn't a perfect fit but it's close enough and isn't noticeably too small.
Peacock Green,"very good. there are so many MacBooks around once the kids get here, this helps me find mine at a glance"
Marsala Red,"I bought another one and It doesn't fit like the other color does, so one edge is detached. Doesn't make sense to me considering the other color fits perfect. Anyways, I LOVE the one that fits! I attached pictures to give you an idea what the materials are"
Marsala Red,"Looks very nice. I like the matte finish however, it attracts fingerprints like crazy. One con is the laptop doesn't fully close because the case is touching sides but it's a very small space, probably not even noticeable to most and doesn't effect the function of the case and it doesn't keep the laptop from sleeping. Easy installment. I wasn't able to put the screen protector on because the stickers left residue and paper but I really just wanted the case and keyboard cover anyways."
Deep Teal,"Very nice, slim case. Came on time and in great condition. I think this is a very aesthetically pleasing case. The color is very true to the picture. 4/5 because I think this case is more for protecting against scratches, but wouldn't really help absorb any shock from a real drop."
Marsala Red,"This case is wonderful! I really don't have any complaints except for the screen protector that came with it and the microfiber wipe. The wipe ended up flaking everywhere and even after I finally got it all off it some how showed up again under the screen protector which I ended up just throwing away. Other than that, nice color, nice feel, nice fit!!"
Clear,loved the case especially how cheap it was. It also arrived so fast ! The only thing i didn't really like about it is that the keyboard every time i type it pops off thats not cool but other then that i am happy w/ my new accessories.
Rose Quartz,Looks good and hopefully will provide some protection.
Airy Blue,Pro:- Nice fit- Smooth feel- Laptop does not overheat- Easy to put on- Not too heavyCons:- Didn't use the keyboard cover because it dimmed the light and made it hard too type- screen protecter left a bit of space on the side (barely noticable)
Transparent Black,"Stains/fingerprints show up very easily.  Color is a little different than pictured.  FIts good, and protects the computer.  I am satisfied."
Rose Gold,Very good everything fits great and I loved my color.
Marsala Red,"Super pretty and protective. Love that it comes with a keyboard cover and a screen protector. My only dislike is that it gets dirty very fast. If you touch with oily fingers or anything short of perfectly clean hands, you can see everything on the case. Very smooth finish though, and definitely a great price."
Marsala Red,"Color is exactly how it looked online. I LOVE the feel of the case.  Snapped on very easily to my MacBook Air (A1466)  The only reason that I can't give it 5 stars is that there was a piece of plastic chipped off the bottom from the start.  It's a small piece on one edge and it still snapped on, so I'll see how it holds up.  Overall, happy for the price paid."
Black,"One of the better brands I feel from other  reviews and web sites however and the  top cover easily slips off but the bottom cover is very secure. In fact so well fitted and secure the Apple genius was afraid that it would break during removal for service.  When I tried,  it broke coming off. Fortunately I had already ordered a new cover.  nice color options."
Clear,"Great price, and does the trick.I needed to update my cover after years of an old hard case. This is durable and I love the clear! It gets some dust in it but is otherwise wonderful!"
Marsala Red,"Great product, However the top cover keeps slipping off. It's a little to big, but it still makes the lap top look lit! 😎🔥"
Marsala Red,"I love this product, and it fits perfectly and doesn't crack like I had experienced with similar cases in the past. One thing to keep in mind is that it muffles the sound a bit. Besides that, everything fits and looks great! I especially love the keyboard protector, and love how it doesn't slide off the keyboard at all.Great buy! Definitely recommend."
Rose Gold,This fit my MacBook Air perfectly. Great quality.
Black,Gets the job done but doesn’t provide shock protection
Marsala Red,"The case and keyboard cover are the exact color show in the picture. The only reason this isn't 5 stars is I have had issue with the bottom cover staying fully connected, but so far hasn't really become an issue. Also, the screen protector was impossible to apply, but I bought this for the case and keyboard cover. I am very pleased, and I have received many compliments."
Mint Green,"I like the outer case's feel, fit, and color. Looks cute and feels durable. The keyboard cover is really cute and I like the feel of the rubber, but it does make the keys a bit harder to press and it does slide around a little bit, so that part is a little disappointing. Overall I like the case a lot though, and feel like it does the job of protecting it"
Wine Red,"Got a new laptop for Christmas and needed a case. It included: a top and bottom case, screen protector, a screen wipe, bumpers for the bottom to prevent sliding, and the keyboard cover. I gave it 4 stars because I wish there were more color choices."
Rose Gold,"it does the job. I don't travel with it so i can not contest to how strong it is for someone who travel a lot. The only thing is that i do type better without the keyboard cover, so if I'm not in a rush to type something up, i usually keep it one.  Its easy to put on and i really love the color. you are still able to see the apple logo if you care about  it."
Gray,"Bought the grey case and it looks great, but fell apart after a couple months. However, I emailed customer service and they responded in a great and professional manner. Received a brand new replacement case for no cost in a couple of days after telling them about what happened. Highly recommend."
Chartreuse,Very thin case. But good for protecting against scratches. Would not purchase the case if you are prone to dropping things. This would not protect against that.
Wine Red,Great product but the picture shows the apple sign on it but there is no apply sign. There is not even an open space so that you can see the apple sign from the computer.
Rose Quartz,"I really like this product! It arrived quickly, it was easy to put on, and when I received it the color was exactly what I thought it would be! The only thing I would say is the keyboard cover tends to bunch up near the space bar when I type. I'm not sure if it's the keyboard or the way I type but it doesn't bother me too much!"
Frost,My daughter loves this! What's cool is that it's rather transparent so she put a piece of her art underneath it and it looks really cool. The only thing is that the keyboard cover slips around a little so she is using another one.
Rose Quartz,"Fits my MacBook Air. For the price, I am very pleased. It's comparable to the really expensive case I bought from the Apple store that ended up cracking anyway."
Black,Case and keyboard cover are great. Screen protector is a little short so you will have a line on the screen from where it does not cover the entire area.
Marsala Red,"Hard case for the base and top fit perfectly, screen protector went on without an issue and looks very nice; however, the keyboard cover fit well but the alignment of the key lable is off so it looks a little odd."
Wine Red,"I just received it. ButI like it so far. Easy to snap on the Mac air 13.3 inch. The key pad cover is working well so far but again, I just received it. The screen protector though was kinda tough to put on, I actually messed it up and had to throw it out."
Rose Quartz,Little tight fitting on the MacBook Air.
Wine Red,"The color of the product looked spot on! However, the case tends to unclip itself out of nowhere. Overall, the product looked very nice and the keyboard sleeve fits perfectly."
Rose Gold,Case was hard to get on initially and was more easily scratched than I thought. A couple of the keys had some minor deformities but nothing that would affect function.  Does what it needs to do for a good price!
Rose Gold,"I’m giving this 4 vs 5 stars because I haven’t had the cover long enough to see how it holds up. It seems sturdy, is attractive and fits my MAC well. The coordinating keyboard cover seems superfluous but there could be others who think it’s great. Overall I think the cover is a good value."
Marsala Red,It was a gift.  She liked it
Wine Red,"looks great and a good price.  Slips slightly when I pick it up.  otherwise great and would be again, good value for the money!"
Rose Red,My daughter love it !!! She even decorated it.
Rose Gold,I got the rose gold color but it appeared more of a purplish tint. The keyboards color is true to rose gold. The screen protector has a lot of bubbles but maybe the application wasn't correct. Overall good deal for $14. :)
Rose Gold,"This case and keyboard cover go on very easily, I enjoy the color and have gotten compliments on it. The screen protector is difficult to put as there are no preparation materials to help you apply it. There are also no instructions that are included in the set. Overall it's a good product and you get what you paid for."
Marsala Red,Overall satisfied except the color is way lighter than shown in pictures. It fits perfectly and has no other issues so far (3 months of use).
Black,"Just received. Installed easily, nice looking and keyboard cover actually fit and works for me even though I wasn't looking for one.  It's hard but pliable plastic so curious how it will hold up with regular use but was inexpensive so can even order a few a year cheaper than ones in store."
Rose Quartz,For the price this is a great cover and I highly recommend it.
Rose Quartz,"I purchased this for my daughter's mac air 5th edition laptop. All her friends want one now! The case fit with no problem as well as the overlay. I won't say 5 stars because we'll need to see if it offers the protection for the laptop as stated. I have a warranty, but hopefully this case won't have me using it!"
Airy Blue,"If you're not great at putting the screen protector on then don't get this deal.I like it overall but I wish that it'd have some sort of direction on how to put it on. It fits my laptop but I feel like it's not secure too well. Overall, shipping wise it came in really quick, so that is why I gave it 4 stars! (:"
Marsala Red,"At first when putting this on, it didn't seem like it was gonna attach to the edges of the computer but eventually it did and hopefully it stays attached. Was a little disappointed that the color was not a darker wine/maroonish color like the picture depicted but it'll do. I do really like the the matte texture though."
Aqua Blue,It comes and looks as described. Everything it says it brings comes. My only issue is that it is a bit loose (i've gotten used to it but it's still annoying at first) and it gets dirty really quick so be prepared to clean it daily/weekly (baby wipes work to clean it quickly).
Mint Green,"I love this case! The only issue I had with it and still have is that it comes off of the sides randomly and you just have to click it back into place , but it does the job !"
White,The case worked great. I did not use the keyboard and screech protector so I don't know how well they worked.The apple symbol did not show through as much as I had expected according to the picture in the ad.
Chartreuse,"The case fits perfect and the color is what it looks like online. However, the keyboard cover does not match up with the letters on my actual keyboard which is someone annoying but for this being so cheap im not mad about it. I just have to keep my keypad light off so I dont see my letters showing through."
Black,Works well
Black,Good cover for Mac book air.
Black,"Was a little worried when I first saw the case by itself because it is slightly translucent, but once I put it one, it looks and feels great! Keyboard cover once made the tips of my fingers black, but right now, it is not staining my fingers."
Clear,"I only use the top cover to have something protecting my laptop form my stickers so they're not actually on my laptop... fits well, the bottom part I tried putting it on and fit a little loosely, but I'm only using it cosmetically not really for actual protection purposes."
Mint Green,"A nice case, but perhaps not the most durable. I had a crack in the corner of the plastic case before I even owned this case for a month. But overall, a nice and slim-fitting case for the price. I definitely enjoy the more matte finish to this case as well."
Rose Quartz,The case is exactly as pictured and fits well on the PC. I was happy with the color. Unfortunately there bottom of case came in cracked however the company was able to send replacement quickly and followed up with me to confirm satisfaction.
Black,So the reason I'm not giving this cover 5 stars is because one end won't snap on like the rest do (even though my model MacBook is listed as the model that this cover is made for) and it really bothered me but regardless the cover is really nice and the keyboard cover fit perfectly. Haven't tried on the screen protector but I don't think I will.
Rose Quartz,"Bought this for my girlfriend for her Macbook Air and it snaps on easily plus provides great coverage. However, I am only giving four stars due to the screen protector which came with a tiny squeege that didn't really help with getting rid of the bubbles once we tried applying the screen protector."
Royal Blue,The texture is nice. I like the soft plastic even if it shows the oil marks from my finger tips. The keyboard cover is nice as well. The only problem is the top cover will not fully clip on. So the top cover will slide off occasionally.
Rose Gold,"Did not have any trouble placing this on my Mac, just viewing the video was enough instruction. I did buy the rose gold casing, compared to the picture the case was a little darker.  The keyboard protector was a little plastic feeling for my taste but it is all personal preference."
Pink,Pretty. The color of The case doesnt match The keyboard that well. It came in perfect state and with:CASEKeyboard protectorSCRREN PROTECTOROne clothAnd four extra stickies for The protector
Marsala Red,"A little loose, the bottom slides off pretty frequently on the MacBook Air. It is also a fingerprint magnet. But other than that, it looks great and has a nice texture and usually doesn't get in the way."
Camel,Good price and quality
Rose Gold,"The case was delivered right in time and the color is beautiful-- just as it looks online. The only minor issue is the part of the case that attaches to the bottom of the laptop has a sharp edge that scratches my wrist when typing sometimes. Regardless, I'm still really happy with the product!"
Black,"This is my second case of this type I've ordered. The first one was light blue and lasted quite a while. I ordered black this time because the blue one got dirty, but when I received it, the case seemed to be more charcoal grey than black. It's not that big of a deal, just not what I expected."
Black,"This is a really good cover for the price.  Item fits my Mac perfectly and the keyboard cover is pretty cool as well.  The only reason I gave this 4 stars is because the screen protector isn't really worth it.  I took it off after a few hours of placing it on my computer.  Other than that, it's well worth the price I paid."
Navy Blue,"I love how easy it was to apply and the keyboard protector is the bomb! I don't like how easily it shows fingerprints and smudges, but love the color and overall durability."
Marsala Red,"This set makes it seem like i got a new mac altogether! It fit perfectly. The case is easy to clean. I would've given 5 stars, but the keyboard cover does bother me. It lays on top of the keys so it can slide at times. Its a minor annoyance that doesn't take away from the product as a whole"
Turquoise,"This is wonderful! But the reason for the 4 stars, the keyboard cover doesn't fit properly. And it's too bad because it's soooo cute! But the shell not too thin, but adds a cute touch!"
Pink,"Great case, beautiful pink color, hard shell protection and easy to snap into place. The keyboard cover makes it harder to type so I discarded that but SO worth it for the price especially. Love it"
Deep Teal,"It's everything you could imagine and gets the job done while looking stylish. I just wish it came with some cloth to wipe away and oil stains from my hands bc, as someone with sweaty palms, it's easy to see where you last touched the cover. Besides that, great product (would buy again)."
Frost,I was very worried when I was putting this case on the top was extremely tight and I had to file one of the clips because excess plastic. When I finally got the case on it was quite heavy but it was pretty good quality and super nice feeling I'm hoping the case will stretch out over time
Rose Quartz,It's a better fit than my previous purchase ( and returned item) from other maker. I have no complains except that keyboard cover letters are way too light color that I cannot see them when I placed on it. I ended up using my previous cover from other MacBook that I just happened to own.
Turquoise,"Love it. the only downside is the Apple logo is covered and it's not easily seen through the case, if that's something you care about."
Rose Gold,I love the case. The color is exactly as it looks in the picture and it fits my MacBook Air perfectly. My only complaint is the keyboard cover does not line up with the letters on the keyboard. It gives a look of double letters on the keyboard which kind of threw me off. I just decided not to use the keyboard cover. Other than that I am very pleased with this purchase.
Rose Quartz,Just got the light pink case and I love it. It feels very nice and smooth and I am happier with the keyboard cover than I thought I would be. I think the case would be nicer with the apple shape cut out on the top so you can always see the apple symbol.
Mint Green,Great fit so far looks good on Mac my daughter loves that she can see the apple on back when lit. Don't give all 5 stars because it took longer to get it than originally expected.
Airy Blue,Cracked about two months later on the side but probably mostly because of how much I use it.
Royal Blue,Great sturdy case and shipped promptly.
Frost,"So far so good! No issues yet really. The only thing that was/is a bit awkward is the keyboard cover's a bit curled so it isn't laying entirely flat yet, but does appear to be improving. I bought it mostly for the outter case though, and like I said- so far so good!"
Rose Quartz,"The case is good. But the bottom case gets really dirty so fast and isn’t easy to clean. The keyboard cover doesn’t fit properly and doesn’t align correctly with the actually keys. The screen protector is good, you just be have to make sure you put it on correctly."
Black,"Case is very smooth and clipped on easily! The keyboard cover fits perfectly as well. Haven't put on the screen protector yet but seems ver good quality. 4 starts because one corner of the case had a slight crack in it when received. Otherwise, good buy!"
Red,Does the job well..
Black,"Paint started to chip within a few months, but besides that it is a good way to protect your laptop."
Camel,"While not the snuggest fit, I'm satisfied with the purchase. It fits my MacBook Air good enough to stay put and protect it. The keyboard protector is a little awkward but not enough to prevent me to use it. Would buy again and recommend to anyone looking at this type of product."
Mint Green,"Beautiful color. Great quality. I loved that it came with a screen protector. The only reason I give it a 4 is it is extremely difficult to take off once you put it on. However, I would certainly re-buy this product."
Deep Teal,"This is my third time ordering from this company. You get what you pay for, so theres no reason to complain. The longest my cases have lasted were about 6 months."
Rose Quartz,The shell fits perfectly. I just wish the Apple logo showed through better.
Red,This is a great product!! Easy to put on and super slim! Only issue we had was the glass protector. We bought 2 of these and we ended up having one computer with out a screen protector.
Marsala Red,Daughter loves it. Just as described.
Marsala Red,"The case is very durable, but after a month of use, the corners started to crack and the rubber bearing strips off. The keyboard protectors do their job, but sacrifice audio quality (the speakers are muffled), and typing is a little uncomfortable at first."
Aqua Blue,"I like my laptop and keyboard cover. Takes some getting used to, typing on the silicon keyboard, but not a bad purchase."
Translucent Greenery,Really beautiful color exactly as pictured. However the white footpads underneath came off after a couple of months and left a lot of sticky residue behind. You could try gluing them back on as they fall off.
Rose Quartz,"Love the whole package. Looks great ! Protects my laptop and the keyboard . The screen protector is a tad bit too small, it leaves a very small area unprotected but not enough for me not to use it. I love the color though."
Chartreuse,"I bought this case mostly because I wanted to be able to put stickers on my laptop without harming it. I love the green. I also bought a sleeve with this case, and the case makes it a little hard to fit my MacBook into the sleeve...but I suppose this is what you settle for when you want your laptop protected."
Turquoise,"simple t install, attractive colors, thin.Delivered on time. The seller reached out to find out how satisfied I was which is a plus. Why 4 stars? Not sure. I have not used it long enough to say that it will be sturdy through out the daily use. Otherwise very good product and a great seller."
Black,"Fits perfectly on my 13"" MacBook Air.  The keyboard silicone cover fits well too, but I have discovered that the back-lighting from the Mac isn't allowed through to illuminate the keys.  If it had, it would be a 5 Star review."
Marsala Red,"I love the color and the case overall. Sometimes the case comes a bit loose and has to be snapped back on, and the screen cover that came with it was a little difficult to put on so I ended up not using it. I love the keyboard cover a lot more than I thought I would!"
Rose Gold,"Overall, the case is great. I had an issue with a defect in the coating but the company was great to work with and the fixed the problem quickly. I only gave it 4 stars because the Apple logo doesn't shine through as much as I'd like."
Rose Gold,i ordered this yesterday and it arrived today. that was exciting. i absolutely love the color. it's true to picture. i would deff reccomend this to someone looking to buy a cover for their macbook air.
Marsala Red,"This is my second Mosiso case. Unfortunately, I was a tad bit more disappointed with this one. It came with some small cracks on the edges of the case. It didn't bother me enough to go through the hassle of returning it, but I can't give 5 stars for that reason."
Turquoise,The cover fits perfectly on my MacBook Air but the screen protector covers the screen and the framing around the screen which isn't flush with the actual screen so it looks bad! The keyboard covers works as expected with no issues other than the screen protector.
Black,"I was hoping it would be darker but I still like it. The keyboard is nice and fits perfectly. The bottom part snapped in place easily but the top part was a bit harder to do. Now that everything is in place though, I'm definitely a fan of this case for the price."
Marsala Red,I love the case.. Esp. The fact that it has a stand. I gave a four star because I wanted the red which was out of stock and had to settle for the purple. It is really nice but red is my favorite color. I'm impress.
Rose Quartz,The case itself feels a bit cheap but it does the job. I loved that it came with a screen protector and the key board dust thing. If it didn’t feel so thin and if it was bit dirty when I got it I would’ve given it 5 stars but overall good deal.
Rose Quartz,"The case is great and fits perfectly, but my only issue was that the keyboard cover didn't quite match up with the letters on the actual keyboard. That's not a huge deal to me since I was really only interested in the case part!"
Marsala Red,"This is a great laptop case if you're just looking for a sleek and nice look, and just want to your laptop to have minimum protection. It actually cracked one me and broke although I take very good care of my laptop. All in all I would give it 4 stars, you get what you pay for."
Mint Green,"It's not mint green, it's a transparent blue. I like the case but this is my second Mosiso case. They are very thin & easy to break but I brought a sleeve for this one. So far so good."
Airy Blue,"Great case, good for the price. Is pretty opaque so can't see the apple sign through the case super well if that matters to you! The screen cover fits perfectly, as does the keyboard cover. The airy blue is also a really nice blue color! Would recommend!"
Clear,I purchased the clear case and it seems super great for its price. The only issue I had with it was that the right corner doesn't fit my laptop properly so there's a little gap. I'm assuming this is probably a random manufacturing mishap.
Marsala Red,"Amazing cover! This fits perfectly on my MacBook! (Air 13”) However, the screen protector it comes with did not fit on my screen fully. A bit disappointed. Otherwise, great quality for just anyone looking for a standard package like this."
Gray,"I'm rating this purchase as 4 stars because the first cover I received did not stay firmly attached to the top of the laptop. However,  I contacted customer service and they sent a new cover which works perfectly. I am very pleased with the cover and the support I received from customer service."
Royal Blue,"Every part is this order works perfectly except for the cover that goes on the lid of the laptop. It pops off constantly. It appears that there’s only one latch that keeps it on the lid. Other than that, love the product and the color!"
Marsala Red,The case fits good. The keyboard cover doesn't really do anything for me as it makes typing very mushy and I prefer having some feedback when clicking the keys. The only benefit I can think of is that it prevents dust from going under the keyboards.
Marsala Red,"This case is beautiful , color is just like the picture. The only problem I have is the bottom of the case, it doesn't seem to fit my MacBook Air."
Pink,"Great case for the price, but it is definitely a reflection of the cost. The case does make my laptop feel twice as heavy, but worth it for how protected it is. The keyboard cover is fantastic and stays on well."
Black,Same exact case as Ibenzer? Works fine. Fits MacBook Air 13 inch perfectly. Kids liked the keypad cover.
Clear,"The cover for the Mac fit well.  I couldn't install plastic screen cover correctly, but didn't try very hard because it's really not necessary."
Deep Teal,The hard cover puts some weight on my 13inch MacBookAir. Great material. I didn't apply the clear plastic cover well but it's fine. I am not sure if it'll leave sticky residue yet (afraid to find out!)
Turquoise,I ordered it for my son ...he seems happy with it it looks durable and the Mac air seems protected with it including the screen protector that came with it..I like the color very much !!!! And the price was great! !!
Rose Quartz,perfect shade of pale pink. My biggest complaint is that it made my laptop much heavier and that it doesnt quite fit perfectly onto laptop. The bottom shell keeps popping out. It does sit snug onto my laptop and i don't worry about it falling off.
Marsala Red,"I'm giving this case 4 stars bc, I like the case but it leaves fingerprint stains on the case, which is very tedious to try to get rid of. It happens every time I grab the case so I wish the case was made with a different type of plastic material."
Peacock Green,"This is a solid case. While I'm not a fan of the keyboard cover, the case itself is good enough to protect my laptop from scratches and stains. Can't beat the price either."
Deep Teal,"Really nice. Comes with keyboard cover and surprisingly, a screen protector which fits perfectly. Great purchase. Four stars only because the material of the case is easily scratchable."
Black,"Nice black case, easily clips on, the keyboard cover is nice but the light doesn't shine through"
Rose Quartz,"The case was good except for the fact that the bottom case didn't fit my laptop perfectly when it was open.  Also with the keyboard cover, I can't see the keys very well so I don't use it.  But for the most part it is a good product."
Rose Quartz,"I have a 13"" Macbook Air and this mostly fits it. The bottom portion doesn't fully snap on. It stays on the laptop for the most part and does what it's supposed to do but it's not quite the perfect fit."
Marsala Red,The case is quite nice. It has a great feel to it and looks good. The only drawback is tat it appears that the part covering the back of the screen adds some weight to it and the hinge does not want to stay in place. The screen tends to fall further open/closed depending on the angle.
Serenity Blue,"Case is amazing and so so soft and matte. I ordered the serenity blue color! The keyboard protector fits perfectly. However, I will say that the screen protector was damaged when I received it other than that I would recommend getting the case!"
Black,"Cute case for the price!  Seems sturdy, and attached to the laptop easily. Looks nice, too!  If I could, I’d give it 4.5 Stars, only because the screen protector that came with the case was damaged."
Gray,The case & keyboard cover are great.  The screen saver is. waste.  It wouldn't stay in place.  I gave it to my granddaughter to cut up for craft projects.
Turquoise,"Easy to put on the hard case and it covers very well.  The only issue is that the keyboard cover was delivered somewhat bent up on the right side, so it doesn't lay completely flat at the top, but its still does the job well."
Rose Gold,"Kinda had a paint smell to it that took a few days to air out, I don’t know how protective it would be in an instance if you dropped the computer but will protect from scratches etc."
Marsala Red,"great use for a temporary laptop cover. Totally worth the money.  I would get it without the keyboard protector, because it gets in the way of how fast you type. I personally don't like that.  Other than that, the case itself is very nice."
Rose Quartz,"It's a very cute and protective case. It included a screen protector too! There's just a little tiny problem with the keyboard case, it slips off easily if you turn your laptop sideways lol but otherwise than that, it does it job."
Chartreuse,"Love the case ! However, due to the color it does get dirty easy but definitely protects Macbook from potential  scratches."
Black,"Everything you need to protect your Mac is included from Mosiso, and each piece is high quality. My only suggestion would be to include one more contact point for the case to clip onto the screen to have it fit more securely."
Rose Gold,"Good quality, but the color is not mint, is more green, still cute though."
Light Purple,"Installation is pretty difficult, and removing it is difficult as well since youre trying not to scratch your expensive macbook air, but once its on its a pretty nice product. I enjoy the keyboard cover that was included"
Rose Quartz,"Great deal. Beautiful case for a great price. My only complaint is the keyboard cover could fit a little bit more snug, it is pretty loose in some areas. Overall great deal though!!"
Camel,It looks great! The only reason why I didn't give it 5 stars is because it un-snaps close to the space bar sometimes when I'm typing. Everything else fit. Love the keyboard cover as well. I haven't put on the screen protector just yet.
Peacock Green,As described!
Rose Gold,This case is really pretty and true to color. The keyboard topper fits perfectly and it is still easy to type. My problem is that the bottom piece does not snap in on the back. Overall it works well and I've gotten lots of compliments on it!
Rose Quartz,I love the feel and color of this case. The only problem is that parts of the case pop off when I move the computer around but it doesn't affect the integrity of the case. The screen protector is also very good and prevents any scratches/smudges.
Black,Fits great. Very sleek and like that the apple still shows through it. I just wished it had a clip in the center near the camera. This is where you grab to open the laptop and am afraid it is eventually going to stretch out or break.
